V_0,V_1,dV_1,V_2,dV_2
0.0,2.152258064516129,0.01106221174160143,0.00806451612903226,0.011918034323813656
0.17368421052631577,2.156451612903226,0.011382115331856376,0.011612903225806452,0.024702180282679547
0.34736842105263155,2.1516129032258062,0.018133508803297036,0.0232258064516129,0.043942067622858905
0.5210526315789473,2.1548387096774198,0.0201967430225788,0.004193548387096774,0.007640464053114202
0.6947368421052631,2.1480645161290317,0.01044782886496879,0.0016129032258064516,0.0016129032258064516
0.8684210526315789,2.148064516129032,0.013019636174587493,0.0016129032258064516,0.002974046599126738
1.0421052631578946,2.1806451612903226,0.015934308432552818,0.004193548387096775,0.008540775674112083
1.2157894736842105,2.1870967741935483,0.016947000692340293,0.0064516129032258064,0.012241074813555018
1.3894736842105262,2.1674193548387093,0.017096774193548405,0.004516129032258065,0.0032896900087695385
1.5631578947368419,2.1729032258064516,0.02633333113801102,0.0064516129032258064,0.004784644185223009
1.7368421052631577,2.1548387096774198,0.013455905557815655,0.03193548387096774,0.010246696886624898
1.9105263157894736,0.7887096774193549,0.056192955813326846,0.09451612903225806,0.009895394613018044
2.0842105263157893,0.04548387096774194,0.024838709677419354,0.1,0.014426245016127678
2.257894736842105,0.03870967741935484,0.014498196809189826,0.09903225806451613,0.006296522998691333
2.431578947368421,0.03548387096774193,0.01154099601290214,0.11193548387096774,0.03750962415522701
2.6052631578947367,0.049032258064516124,0.023430993286883712,0.09516129032258065,0.011104460953586134
2.7789473684210524,0.04516129032258065,0.0254000254000381,0.10806451612903227,0.006804846164428704
2.952631578947368,0.05096774193548388,0.016561932455475402,0.11064516129032258,0.007503034419105165
3.1263157894736837,0.042258064516129026,0.014672987632960207,0.10806451612903226,0.0026007283059027594
3.3,0.027419354838709675,0.01339778042406141,0.10741935483870965,0.004573369960889621
