V_0,V_1,dV_1,V_2,dV_2
1.6,2.1541935483870964,0.024473647404375094,0.023870967741935485,0.03898290668392462
1.6315789473684212,2.146451612903226,0.015006068838210363,0.011935483870967743,0.004339878724862487
1.6631578947368422,2.125806451612903,0.014782502241793019,0.018064516129032256,0.005806451612903226
1.6947368421052633,2.13258064516129,0.011935483870967769,0.020967741935483872,0.007104101788885561
1.7263157894736842,2.1219354838709674,0.007037878783635898,0.025806451612903226,0.014498196809189826
1.7578947368421054,2.1029032258064517,0.01356757473858904,0.04258064516129032,0.00886950134507582
1.7894736842105265,2.0919354838709676,0.021506720388107428,0.05096774193548387,0.007327623672000354
1.8210526315789475,2.0596774193548386,0.019043189862123177,0.06806451612903225,0.015567649692920842
1.8526315789473686,2.0374193548387094,0.029253636254850644,0.07967741935483871,0.0035483870967741964
1.8842105263157896,1.4751612903225806,0.026952380252005522,0.09612903225806452,0.004740947889257763
1.9157894736842107,0.5006451612903225,0.011432287191399602,0.09064516129032259,0.011671001622661641
1.9473684210526319,0.12806451612903227,0.013613514739360767,0.09290322580645162,0.004029030966708643
1.9789473684210528,0.06483870967741934,0.020928002042978826,0.09516129032258065,0.006804846164428707
2.0105263157894737,0.05645161290322581,0.005991669555163453,0.10838709677419356,0.04289716183194655
2.042105263157895,0.04806451612903226,0.016974609183126283,0.0967741935483871,0.009994795732148171
2.073684210526316,0.04290322580645161,0.005956833971812706,0.10838709677419353,0.024870110022446944
2.105263157894737,0.04870967741935484,0.004663494288645471,0.0970967741935484,0.006681391992647735
2.136842105263158,0.04483870967741936,0.011123186870688171,0.0967741935483871,0.005587260669577023
2.168421052631579,0.04096774193548387,0.008898783370408852,0.10032258064516128,0.0022580645161290325
2.2,0.04903225806451613,0.014697788064380022,0.10806451612903226,0.017084597002406922
