V_0,V_1,dV_1,V_2,dV_2
1.8,2.057741935483871,0.008589372229480256,0.06483870967741936,0.034696543863725234
1.8105263157894738,2.057741935483871,0.009937368903709273,0.06161290322580646,0.004193548387096775
1.8210526315789475,2.047741935483871,0.004516129032258055,0.06129032258064515,0.008655747009676607
1.8315789473684212,2.0564516129032255,0.02041453849328616,0.07225806451612903,0.011099774538119517
1.8421052631578947,2.0561290322580645,0.011648690377592134,0.07870967741935483,0.008436578600401305
1.8526315789473684,2.0406451612903225,0.01217287888007305,0.0738709677419355,0.01792863642785839
1.8631578947368421,2.016774193548387,0.010679319585320566,0.1,0.04118433978968937
1.8736842105263158,2.0135483870967743,0.015321731725210236,0.09709677419354838,0.016602721590268092
1.8842105263157896,1.9287096774193546,0.013644055472617187,0.09612903225806453,0.004740947889257764
1.8947368421052633,1.5358064516129033,0.03037915107403744,0.09225806451612903,0.012838547575569292
1.9052631578947368,1.2051612903225808,0.042261758026225386,0.09709677419354838,0.014530458876845431
1.9157894736842105,0.7896774193548388,0.0175976538025624,0.10483870967741934,0.03405480066732377
1.9263157894736842,0.46580645161290324,0.0212609768429472,0.08451612903225807,0.019664194392423444
1.936842105263158,0.32354838709677425,0.01773020139827264,0.1,0.00661093597803845
1.9473684210526316,0.20483870967741935,0.02474637214711054,0.10193548387096774,0.008186179058354528
1.9578947368421054,0.10774193548387097,0.027831812400158695,0.09516129032258065,0.007249098404594914
1.9684210526315788,0.09516129032258064,0.03874326499827198,0.09806451612903226,0.006797195969582412
1.9789473684210526,0.0696774193548387,0.01702052381712635,0.10193548387096776,0.02461778584301795
1.9894736842105263,0.07838709677419355,0.01695007052312213,0.10516129032258066,0.019632418135100565
2.0,0.05677419354838711,0.006321263852343684,0.09774193548387097,0.020858275045583498
