v_in,v_outs
0.0,0.03
0.17857142857142858,0.01
0.35714285714285715,0.01
0.5357142857142857,0.02
0.7142857142857143,0.01
0.8928571428571429,0.0
1.0714285714285714,0.01
1.25,0.0
1.4285714285714286,0.01
1.6071428571428572,0.01
1.7857142857142858,0.06
1.9642857142857144,0.21
2.142857142857143,0.35
2.3214285714285716,0.5
2.5,0.65
