0.217300	102.00
0.217320	53.00
0.217340	109.00
0.217360	150.00
0.217380	151.00
0.217400	128.00
0.217420	114.00
0.217440	122.00
0.217460	141.00
0.217480	148.00
0.217500	140.00
0.217520	131.00
0.217540	132.00
0.217560	140.00
0.217580	143.00
0.217600	138.00
0.217620	131.00
0.217640	130.00
0.217660	131.00
0.217680	130.00
0.217700	123.00
0.217720	116.00
0.217740	115.00
0.217760	118.00
0.217780	120.00
0.217800	119.00
0.217820	117.00
0.217840	117.00
0.217860	120.00
0.217880	122.00
0.217900	121.00
0.217920	120.00
0.217940	121.00
0.217960	122.00
0.217980	121.00
0.218000	117.00
0.218020	114.00
0.218040	114.00
0.218060	116.00
0.218080	118.00
0.218100	120.00
0.218120	121.00
0.218140	124.00
0.218160	126.00
0.218180	127.00
0.218200	126.00
0.218220	127.00
0.218240	130.00
0.218260	134.00
0.218280	134.00
0.218300	131.00
0.218320	127.00
0.218340	126.00
0.218360	128.00
0.218380	131.00
0.218400	134.00
0.218420	135.00
0.218440	135.00
0.218460	135.00
0.218480	133.00
0.218500	131.00
0.218520	130.00
0.218540	131.00
0.218560	131.00
0.218580	130.00
0.218600	127.00
0.218620	127.00
0.218640	128.00
0.218660	130.00
0.218680	130.00
0.218700	129.00
0.218720	126.00
0.218740	123.00
0.218760	120.00
0.218780	117.00
0.218800	115.00
0.218820	116.00
0.218840	117.00
0.218860	116.00
0.218880	114.00
0.218900	113.00
0.218920	116.00
0.218940	121.00
0.218960	123.00
0.218980	121.00
0.219000	118.00
0.219020	117.00
0.219040	121.00
0.219060	124.00
0.219080	124.00
0.219100	120.00
0.219120	119.00
0.219140	124.00
0.219160	132.00
0.219180	136.00
0.219200	134.00
0.219220	131.00
0.219240	130.00
0.219260	134.00
0.219280	138.00
0.219300	139.00
0.219320	135.00
0.219340	131.00
0.219360	128.00
0.219380	128.00
0.219400	129.00
0.219420	131.00
0.219440	132.00
0.219460	132.00
0.219480	130.00
0.219500	128.00
0.219520	127.00
0.219540	128.00
0.219560	128.00
0.219580	126.00
0.219600	124.00
0.219620	123.00
0.219640	126.00
0.219660	128.00
0.219680	125.00
0.219700	117.00
0.219720	110.00
0.219740	109.00
0.219760	115.00
0.219780	121.00
0.219800	122.00
0.219820	118.00
0.219840	114.00
0.219860	113.00
0.219880	117.00
0.219900	122.00
0.219920	124.00
0.219940	124.00
0.219960	122.00
0.219980	121.00
0.220000	123.00
0.220020	126.00
0.220040	129.00
0.220060	131.00
0.220080	130.00
0.220100	128.00
0.220120	125.00
0.220140	124.00
0.220160	125.00
0.220180	126.00
0.220200	129.00
0.220220	131.00
0.220240	134.00
0.220260	135.00
0.220280	134.00
0.220300	134.00
0.220320	136.00
0.220340	139.00
0.220360	138.00
0.220380	133.00
0.220400	127.00
0.220420	124.00
0.220440	125.00
0.220460	127.00
0.220480	126.00
0.220500	121.00
0.220520	116.00
0.220540	115.00
0.220560	118.00
0.220580	123.00
0.220600	127.00
0.220620	129.00
0.220640	131.00
0.220660	132.00
0.220680	131.00
0.220700	128.00
0.220720	125.00
0.220740	124.00
0.220760	125.00
0.220780	124.00
0.220800	120.00
0.220820	116.00
0.220840	114.00
0.220860	115.00
0.220880	117.00
0.220900	117.00
0.220920	115.00
0.220940	113.00
0.220960	114.00
0.220980	115.00
0.221000	116.00
0.221020	117.00
0.221040	121.00
0.221060	129.00
0.221080	136.00
0.221100	139.00
0.221120	136.00
0.221140	132.00
0.221160	130.00
0.221180	129.00
0.221200	127.00
0.221220	123.00
0.221240	120.00
0.221260	119.00
0.221280	121.00
0.221300	124.00
0.221320	125.00
0.221340	127.00
0.221360	132.00
0.221380	139.00
0.221400	144.00
0.221420	144.00
0.221440	139.00
0.221460	135.00
0.221480	134.00
0.221500	136.00
0.221520	135.00
0.221540	128.00
0.221560	121.00
0.221580	119.00
0.221600	124.00
0.221620	130.00
0.221640	131.00
0.221660	126.00
0.221680	119.00
0.221700	116.00
0.221720	119.00
0.221740	124.00
0.221760	125.00
0.221780	122.00
0.221800	119.00
0.221820	119.00
0.221840	121.00
0.221860	122.00
0.221880	119.00
0.221900	116.00
0.221920	115.00
0.221940	116.00
0.221960	118.00
0.221980	119.00
0.222000	118.00
0.222020	120.00
0.222040	124.00
0.222060	128.00
0.222080	129.00
0.222100	127.00
0.222120	124.00
0.222140	124.00
0.222160	127.00
0.222180	129.00
0.222200	128.00
0.222220	125.00
0.222240	125.00
0.222260	128.00
0.222280	133.00
0.222300	136.00
0.222320	136.00
0.222340	134.00
0.222360	131.00
0.222380	131.00
0.222400	132.00
0.222420	132.00
0.222440	130.00
0.222460	125.00
0.222480	121.00
0.222500	119.00
0.222520	120.00
0.222540	123.00
0.222560	124.00
0.222580	124.00
0.222600	124.00
0.222620	125.00
0.222640	125.00
0.222660	124.00
0.222680	124.00
0.222700	124.00
0.222720	126.00
0.222740	126.00
0.222760	124.00
0.222780	120.00
0.222800	118.00
0.222820	120.00
0.222840	123.00
0.222860	124.00
0.222880	120.00
0.222900	115.00
0.222920	115.00
0.222940	120.00
0.222960	126.00
0.222980	128.00
0.223000	126.00
0.223020	124.00
0.223040	125.00
0.223060	129.00
0.223080	132.00
0.223100	132.00
0.223120	131.00
0.223140	130.00
0.223160	130.00
0.223180	127.00
0.223200	124.00
0.223220	122.00
0.223240	124.00
0.223260	128.00
0.223280	132.00
0.223300	133.00
0.223320	131.00
0.223340	129.00
0.223360	127.00
0.223380	126.00
0.223400	126.00
0.223420	128.00
0.223440	130.00
0.223460	133.00
0.223480	132.00
0.223500	130.00
0.223520	128.00
0.223540	128.00
0.223560	130.00
0.223580	129.00
0.223600	126.00
0.223620	123.00
0.223640	122.00
0.223660	123.00
0.223680	124.00
0.223700	123.00
0.223720	119.00
0.223740	118.00
0.223760	118.00
0.223780	120.00
0.223800	120.00
0.223820	121.00
0.223840	122.00
0.223860	125.00
0.223880	125.00
0.223900	123.00
0.223920	120.00
0.223940	121.00
0.223960	124.00
0.223980	128.00
0.224000	127.00
0.224020	123.00
0.224040	118.00
0.224060	118.00
0.224080	121.00
0.224100	125.00
0.224120	125.00
0.224140	124.00
0.224160	123.00
0.224180	126.00
0.224200	130.00
0.224220	134.00
0.224240	137.00
0.224260	138.00
0.224280	138.00
0.224300	137.00
0.224320	135.00
0.224340	135.00
0.224360	136.00
0.224380	136.00
0.224400	133.00
0.224420	128.00
0.224440	123.00
0.224460	122.00
0.224480	123.00
0.224500	125.00
0.224520	125.00
0.224540	124.00
0.224560	122.00
0.224580	122.00
0.224600	123.00
0.224620	122.00
0.224640	121.00
0.224660	121.00
0.224680	121.00
0.224700	122.00
0.224720	123.00
0.224740	122.00
0.224760	121.00
0.224780	119.00
0.224800	118.00
0.224820	118.00
0.224840	119.00
0.224860	121.00
0.224880	122.00
0.224900	123.00
0.224920	125.00
0.224940	130.00
0.224960	134.00
0.224980	133.00
0.225000	127.00
0.225020	118.00
0.225040	115.00
0.225060	120.00
0.225080	129.00
0.225100	134.00
0.225120	132.00
0.225140	126.00
0.225160	124.00
0.225180	128.00
0.225200	135.00
0.225220	138.00
0.225240	136.00
0.225260	132.00
0.225280	131.00
0.225300	131.00
0.225320	132.00
0.225340	131.00
0.225360	130.00
0.225380	131.00
0.225400	131.00
0.225420	129.00
0.225440	124.00
0.225460	119.00
0.225480	119.00
0.225500	124.00
0.225520	130.00
0.225540	132.00
0.225560	128.00
0.225580	122.00
0.225600	117.00
0.225620	116.00
0.225640	117.00
0.225660	119.00
0.225680	120.00
0.225700	120.00
0.225720	118.00
0.225740	115.00
0.225760	114.00
0.225780	116.00
0.225800	121.00
0.225820	124.00
0.225840	125.00
0.225860	125.00
0.225880	127.00
0.225900	130.00
0.225920	133.00
0.225940	131.00
0.225960	125.00
0.225980	120.00
0.226000	120.00
0.226020	126.00
0.226040	133.00
0.226060	135.00
0.226080	133.00
0.226100	131.00
0.226120	130.00
0.226140	132.00
0.226160	134.00
0.226180	135.00
0.226200	137.00
0.226220	139.00
0.226240	137.00
0.226260	131.00
0.226280	123.00
0.226300	118.00
0.226320	119.00
0.226340	124.00
0.226360	128.00
0.226380	127.00
0.226400	124.00
0.226420	121.00
0.226440	122.00
0.226460	123.00
0.226480	124.00
0.226500	123.00
0.226520	124.00
0.226540	124.00
0.226560	124.00
0.226580	121.00
0.226600	118.00
0.226620	117.00
0.226640	117.00
0.226660	119.00
0.226680	119.00
0.226700	119.00
0.226720	119.00
0.226740	121.00
0.226760	123.00
0.226780	122.00
0.226800	121.00
0.226820	123.00
0.226840	129.00
0.226860	134.00
0.226880	135.00
0.226900	130.00
0.226920	124.00
0.226940	122.00
0.226960	125.00
0.226980	129.00
0.227000	131.00
0.227020	130.00
0.227040	129.00
0.227060	128.00
0.227080	128.00
0.227100	128.00
0.227120	128.00
0.227140	129.00
0.227160	131.00
0.227180	132.00
0.227200	133.00
0.227220	134.00
0.227240	135.00
0.227260	135.00
0.227280	132.00
0.227300	126.00
0.227320	122.00
0.227340	123.00
0.227360	127.00
0.227380	131.00
0.227400	130.00
0.227420	125.00
0.227440	120.00
0.227460	118.00
0.227480	118.00
0.227500	118.00
0.227520	116.00
0.227540	115.00
0.227560	118.00
0.227580	123.00
0.227600	126.00
0.227620	124.00
0.227640	119.00
0.227660	116.00
0.227680	117.00
0.227700	121.00
0.227720	125.00
0.227740	124.00
0.227760	121.00
0.227780	119.00
0.227800	120.00
0.227820	124.00
0.227840	127.00
0.227860	127.00
0.227880	124.00
0.227900	122.00
0.227920	121.00
0.227940	124.00
0.227960	127.00
0.227980	129.00
0.228000	129.00
0.228020	128.00
0.228040	128.00
0.228060	131.00
0.228080	133.00
0.228100	135.00
0.228120	135.00
0.228140	134.00
0.228160	132.00
0.228180	130.00
0.228200	127.00
0.228220	126.00
0.228240	126.00
0.228260	129.00
0.228280	130.00
0.228300	128.00
0.228320	123.00
0.228340	120.00
0.228360	121.00
0.228380	124.00
0.228400	126.00
0.228420	124.00
0.228440	121.00
0.228460	119.00
0.228480	121.00
0.228500	124.00
0.228520	125.00
0.228540	124.00
0.228560	122.00
0.228580	122.00
0.228600	122.00
0.228620	122.00
0.228640	121.00
0.228660	121.00
0.228680	121.00
0.228700	124.00
0.228720	126.00
0.228740	128.00
0.228760	128.00
0.228780	128.00
0.228800	128.00
0.228820	129.00
0.228840	128.00
0.228860	126.00
0.228880	124.00
0.228900	123.00
0.228920	122.00
0.228940	122.00
0.228960	120.00
0.228980	119.00
0.229000	120.00
0.229020	123.00
0.229040	127.00
0.229060	130.00
0.229080	131.00
0.229100	131.00
0.229120	133.00
0.229140	134.00
0.229160	136.00
0.229180	135.00
0.229200	133.00
0.229220	131.00
0.229240	129.00
0.229260	127.00
0.229280	125.00
0.229300	123.00
0.229320	124.00
0.229340	127.00
0.229360	129.00
0.229380	128.00
0.229400	125.00
0.229420	121.00
0.229440	119.00
0.229460	119.00
0.229480	119.00
0.229500	118.00
0.229520	117.00
0.229540	118.00
0.229560	120.00
0.229580	122.00
0.229600	122.00
0.229620	121.00
0.229640	122.00
0.229660	124.00
0.229680	126.00
0.229700	126.00
0.229720	127.00
0.229740	128.00
0.229760	131.00
0.229780	132.00
0.229800	129.00
0.229820	125.00
0.229840	123.00
0.229860	125.00
0.229880	131.00
0.229900	135.00
0.229920	135.00
0.229940	132.00
0.229960	129.00
0.229980	130.00
0.230000	131.00
0.230020	133.00
0.230040	135.00
0.230060	136.00
0.230080	138.00
0.230100	139.00
0.230120	140.00
0.230140	138.00
0.230160	134.00
0.230180	129.00
0.230200	125.00
0.230220	123.00
0.230240	124.00
0.230260	124.00
0.230280	122.00
0.230300	119.00
0.230320	117.00
0.230340	118.00
0.230360	121.00
0.230380	122.00
0.230400	121.00
0.230420	118.00
0.230440	118.00
0.230460	120.00
0.230480	121.00
0.230500	119.00
0.230520	114.00
0.230540	110.00
0.230560	111.00
0.230580	114.00
0.230600	118.00
0.230620	119.00
0.230640	119.00
0.230660	122.00
0.230680	127.00
0.230700	133.00
0.230720	134.00
0.230740	132.00
0.230760	128.00
0.230780	126.00
0.230800	125.00
0.230820	125.00
0.230840	126.00
0.230860	126.00
0.230880	127.00
0.230900	127.00
0.230920	128.00
0.230940	129.00
0.230960	130.00
0.230980	132.00
0.231000	133.00
0.231020	134.00
0.231040	136.00
0.231060	138.00
0.231080	139.00
0.231100	137.00
0.231120	131.00
0.231140	127.00
0.231160	127.00
0.231180	129.00
0.231200	131.00
0.231220	128.00
0.231240	123.00
0.231260	119.00
0.231280	119.00
0.231300	121.00
0.231320	121.00
0.231340	117.00
0.231360	114.00
0.231380	114.00
0.231400	120.00
0.231420	127.00
0.231440	130.00
0.231460	129.00
0.231480	123.00
0.231500	117.00
0.231520	112.00
0.231540	111.00
0.231560	115.00
0.231580	120.00
0.231600	123.00
0.231620	124.00
0.231640	123.00
0.231660	122.00
0.231680	124.00
0.231700	127.00
0.231720	129.00
0.231740	129.00
0.231760	128.00
0.231780	127.00
0.231800	128.00
0.231820	129.00
0.231840	128.00
0.231860	127.00
0.231880	128.00
0.231900	129.00
0.231920	132.00
0.231940	133.00
0.231960	132.00
0.231980	129.00
0.232000	126.00
0.232020	126.00
0.232040	127.00
0.232060	129.00
0.232080	131.00
0.232100	130.00
0.232120	127.00
0.232140	124.00
0.232160	122.00
0.232180	122.00
0.232200	124.00
0.232220	126.00
0.232240	127.00
0.232260	127.00
0.232280	127.00
0.232300	126.00
0.232320	125.00
0.232340	123.00
0.232360	121.00
0.232380	121.00
0.232400	122.00
0.232420	122.00
0.232440	121.00
0.232460	119.00
0.232480	115.00
0.232500	113.00
0.232520	114.00
0.232540	117.00
0.232560	121.00
0.232580	124.00
0.232600	127.00
0.232620	132.00
0.232640	136.00
0.232660	137.00
0.232680	133.00
0.232700	125.00
0.232720	117.00
0.232740	115.00
0.232760	119.00
0.232780	124.00
0.232800	126.00
0.232820	125.00
0.232840	123.00
0.232860	126.00
0.232880	132.00
0.232900	135.00
0.232920	132.00
0.232940	127.00
0.232960	126.00
0.232980	131.00
0.233000	135.00
0.233020	134.00
0.233040	127.00
0.233060	120.00
0.233080	120.00
0.233100	124.00
0.233120	129.00
0.233140	128.00
0.233160	124.00
0.233180	123.00
0.233200	126.00
0.233220	131.00
0.233240	132.00
0.233260	127.00
0.233280	120.00
0.233300	115.00
0.233320	114.00
0.233340	116.00
0.233360	119.00
0.233380	121.00
0.233400	121.00
0.233420	120.00
0.233440	118.00
0.233460	118.00
0.233480	120.00
0.233500	124.00
0.233520	126.00
0.233540	127.00
0.233560	127.00
0.233580	126.00
0.233600	126.00
0.233620	127.00
0.233640	127.00
0.233660	127.00
0.233680	127.00
0.233700	126.00
0.233720	125.00
0.233740	126.00
0.233760	128.00
0.233780	131.00
0.233800	133.00
0.233820	132.00
0.233840	129.00
0.233860	125.00
0.233880	123.00
0.233900	125.00
0.233920	129.00
0.233940	133.00
0.233960	134.00
0.233980	134.00
0.234000	132.00
0.234020	129.00
0.234040	127.00
0.234060	127.00
0.234080	127.00
0.234100	128.00
0.234120	127.00
0.234140	124.00
0.234160	120.00
0.234180	118.00
0.234200	118.00
0.234220	119.00
0.234240	119.00
0.234260	117.00
0.234280	115.00
0.234300	115.00
0.234320	118.00
0.234340	123.00
0.234360	125.00
0.234380	123.00
0.234400	120.00
0.234420	119.00
0.234440	122.00
0.234460	129.00
0.234480	135.00
0.234500	136.00
0.234520	133.00
0.234540	128.00
0.234560	125.00
0.234580	127.00
0.234600	130.00
0.234620	131.00
0.234640	129.00
0.234660	125.00
0.234680	125.00
0.234700	128.00
0.234720	132.00
0.234740	133.00
0.234760	131.00
0.234780	129.00
0.234800	130.00
0.234820	134.00
0.234840	136.00
0.234860	135.00
0.234880	132.00
0.234900	129.00
0.234920	127.00
0.234940	126.00
0.234960	124.00
0.234980	124.00
0.235000	127.00
0.235020	132.00
0.235040	137.00
0.235060	136.00
0.235080	130.00
0.235100	123.00
0.235120	120.00
0.235140	121.00
0.235160	124.00
0.235180	125.00
0.235200	122.00
0.235220	118.00
0.235240	116.00
0.235260	117.00
0.235280	120.00
0.235300	122.00
0.235320	123.00
0.235340	124.00
0.235360	124.00
0.235380	122.00
0.235400	120.00
0.235420	118.00
0.235440	118.00
0.235460	119.00
0.235480	120.00
0.235500	121.00
0.235520	124.00
0.235540	129.00
0.235560	134.00
0.235580	136.00
0.235600	132.00
0.235620	125.00
0.235640	119.00
0.235660	118.00
0.235680	119.00
0.235700	121.00
0.235720	121.00
0.235740	120.00
0.235760	123.00
0.235780	129.00
0.235800	135.00
0.235820	138.00
0.235840	138.00
0.235860	136.00
0.235880	132.00
0.235900	127.00
0.235920	119.00
0.235940	111.00
0.235960	109.00
0.235980	113.00
0.236000	124.00
0.236020	138.00
0.236040	150.00
0.236060	157.00
0.236080	156.00
0.236100	144.00
0.236120	124.00
0.236140	101.00
0.236160	83.00
0.236180	77.00
0.236200	85.00
0.236220	104.00
0.236240	128.00
0.236260	149.00
0.236280	160.00
0.236300	156.00
0.236320	139.00
0.236340	114.00
0.236360	89.00
0.236380	73.00
0.236400	72.00
0.236420	84.00
0.236440	106.00
0.236460	132.00
0.236480	154.00
0.236500	169.00
0.236520	174.00
0.236540	169.00
0.236560	155.00
0.236580	136.00
0.236600	114.00
0.236620	96.00
0.236640	87.00
0.236660	88.00
0.236680	100.00
0.236700	119.00
0.236720	138.00
0.236740	155.00
0.236760	166.00
0.236780	170.00
0.236800	166.00
0.236820	157.00
0.236840	143.00
0.236860	129.00
0.236880	115.00
0.236900	104.00
0.236920	98.00
0.236940	100.00
0.236960	111.00
0.236980	127.00
0.237000	140.00
0.237020	147.00
0.237040	147.00
0.237060	145.00
